timestamp,open,high,low,close
2025-04-18 21:01:00,1.13752,1.13761,1.13752,1.13755
2025-04-18 21:02:00,1.1377,1.13771,1.13755,1.13755
2025-04-18 21:03:00,1.13756,1.13758,1.13747,1.13756
2025-04-18 21:04:00,1.13755,1.13759,1.13744,1.13759
2025-04-18 21:05:00,1.13757,1.13757,1.13744,1.13748
2025-04-18 21:06:00,1.13752,1.13755,1.13742,1.13747
2025-04-18 21:07:00,1.13746,1.13752,1.13741,1.13746
2025-04-18 21:08:00,1.13742,1.13759,1.13739,1.13757
2025-04-18 21:09:00,1.13757,1.13761,1.1375,1.13757
2025-04-18 21:10:00,1.13759,1.13759,1.13749,1.1375
2025-04-18 21:11:00,1.13754,1.13763,1.13746,1.13763
2025-04-18 21:12:00,1.13755,1.13755,1.13748,1.1375
2025-04-18 21:13:00,1.1375,1.13752,1.13748,1.13749
2025-04-18 21:14:00,1.1375,1.13753,1.13746,1.13749
2025-04-18 21:15:00,1.1375,1.13753,1.13749,1.13753
2025-04-18 21:16:00,1.13752,1.13754,1.1375,1.13753
2025-04-18 21:17:00,1.13753,1.13754,1.13738,1.13739
2025-04-18 21:18:00,1.13739,1.13746,1.13735,1.13742
2025-04-18 21:19:00,1.13744,1.13745,1.13741,1.13742
2025-04-18 21:20:00,1.13741,1.13747,1.13741,1.13745
2025-04-18 21:21:00,1.13744,1.13745,1.13743,1.13745
2025-04-18 21:22:00,1.13748,1.13748,1.13741,1.13745
2025-04-18 21:23:00,1.13744,1.13745,1.13744,1.13744
2025-04-18 21:24:00,1.13745,1.13745,1.13744,1.13744
2025-04-18 21:25:00,1.13745,1.13748,1.13743,1.13746
2025-04-18 21:26:00,1.13746,1.13746,1.13741,1.13741
2025-04-18 21:27:00,1.13741,1.13745,1.13741,1.13743
2025-04-18 21:28:00,1.13742,1.13748,1.1374,1.13745
2025-04-18 21:29:00,1.13744,1.13746,1.1374,1.13745
2025-04-18 21:30:00,1.13744,1.13744,1.1374,1.13742
2025-04-18 21:31:00,1.13748,1.1377,1.13724,1.13748
2025-04-18 21:32:00,1.13743,1.13758,1.13709,1.13728
2025-04-18 21:33:00,1.13733,1.13745,1.13721,1.13733
2025-04-18 21:34:00,1.13735,1.13768,1.13715,1.13742
2025-04-18 21:35:00,1.13745,1.13768,1.13714,1.13735
2025-04-18 21:36:00,1.13752,1.13798,1.13687,1.13735
2025-04-18 21:37:00,1.13735,1.13782,1.13712,1.13754
2025-04-18 21:38:00,1.13762,1.13786,1.13738,1.13763
2025-04-18 21:39:00,1.13774,1.13832,1.13719,1.13799
2025-04-18 21:41:00,1.13807,1.13842,1.13796,1.13824
2025-04-18 21:42:00,1.1383,1.13845,1.13785,1.1381
2025-04-18 21:43:00,1.13814,1.13869,1.13757,1.13811
2025-04-18 21:44:00,1.13807,1.13836,1.13785,1.13821
2025-04-18 21:45:00,1.13816,1.13829,1.13786,1.1381
2025-04-18 21:46:00,1.13801,1.13828,1.13773,1.13802
2025-04-18 21:54:00,1.13806,1.13823,1.1379,1.1381
2025-04-18 21:55:00,1.13814,1.1383,1.13797,1.1381
2025-04-18 21:56:00,1.1381,1.13822,1.13797,1.1381
2025-04-18 22:00:00,1.1381,1.13822,1.13798,1.1381
2025-04-18 22:02:00,1.13813,1.1383,1.13801,1.13818
2025-04-18 22:04:00,1.13817,1.13863,1.13802,1.13833
2025-04-18 22:05:00,1.13853,1.13868,1.13836,1.1385
2025-04-18 22:06:00,1.13851,1.13867,1.13796,1.1384
2025-04-18 22:07:00,1.1384,1.13862,1.13823,1.13838
2025-04-18 22:09:00,1.13831,1.13842,1.13819,1.1383
2025-04-18 22:11:00,1.13835,1.1389,1.1378,1.13826
2025-04-18 22:12:00,1.13824,1.13882,1.13766,1.13826
2025-04-18 22:13:00,1.13822,1.13882,1.13766,1.13827
2025-04-18 22:14:00,1.13824,1.13883,1.13769,1.13829
2025-04-18 22:15:00,1.1385,1.13885,1.13773,1.13828
2025-04-18 22:16:00,1.13828,1.13883,1.13772,1.13821
2025-04-18 22:17:00,1.13822,1.13837,1.13795,1.13816
2025-04-18 22:20:00,1.13827,1.13843,1.1378,1.13827
2025-04-18 22:21:00,1.13844,1.13879,1.13764,1.13823
2025-04-18 22:22:00,1.13821,1.13882,1.13764,1.13826
2025-04-18 22:23:00,1.13825,1.13884,1.13767,1.13823
2025-04-18 22:24:00,1.13826,1.13883,1.13768,1.13823
2025-04-18 22:25:00,1.13821,1.13881,1.13766,1.13826
2025-04-18 22:27:00,1.13836,1.13858,1.13819,1.1384
2025-04-18 22:29:00,1.1384,1.13875,1.13828,1.1386
2025-04-18 22:30:00,1.13865,1.1388,1.1385,1.13865
2025-04-18 22:35:00,1.13859,1.13877,1.13845,1.13862
2025-04-18 22:36:00,1.13862,1.13877,1.13849,1.13861
2025-04-18 22:37:00,1.13858,1.13869,1.13843,1.13857
2025-04-18 22:38:00,1.13854,1.13867,1.13841,1.13854
2025-04-18 22:39:00,1.13854,1.13864,1.13836,1.13846
2025-04-18 22:40:00,1.13849,1.13859,1.13834,1.13847
2025-04-18 22:41:00,1.1385,1.13862,1.13836,1.1385
2025-04-18 22:42:00,1.1384,1.1385,1.13817,1.13834
2025-04-18 22:43:00,1.13826,1.13837,1.13815,1.13826
2025-04-18 22:47:00,1.13823,1.1384,1.13807,1.13824
2025-04-18 22:51:00,1.13832,1.13845,1.13816,1.1383
2025-04-18 22:59:00,1.13835,1.13886,1.1377,1.13829
2025-04-18 23:00:00,1.13836,1.13882,1.13771,1.13826
2025-04-18 23:01:00,1.13828,1.13883,1.13769,1.13824
2025-04-18 23:05:00,1.13792,1.13847,1.13733,1.1379
2025-04-18 23:06:00,1.13788,1.13845,1.13731,1.13798
2025-04-18 23:07:00,1.13789,1.1385,1.13733,1.13806
2025-04-18 23:08:00,1.13781,1.13845,1.13725,1.13795
2025-04-18 23:09:00,1.13807,1.13836,1.13767,1.13796
2025-04-18 23:10:00,1.138,1.1384,1.13728,1.13796
2025-04-18 23:11:00,1.13787,1.13842,1.13724,1.1378
2025-04-18 23:12:00,1.13784,1.13842,1.13716,1.13795
2025-04-18 23:17:00,1.13792,1.13821,1.13762,1.13792
2025-04-18 23:18:00,1.13786,1.13882,1.13727,1.13805
2025-04-18 23:21:00,1.13809,1.13882,1.13754,1.13827
2025-04-18 23:22:00,1.13761,1.13853,1.1371,1.13782
2025-04-18 23:23:00,1.13771,1.13854,1.13716,1.13791
2025-04-18 23:24:00,1.13792,1.13854,1.13715,1.13782
2025-04-18 23:25:00,1.13799,1.13859,1.13729,1.13801
2025-04-18 23:26:00,1.13803,1.13872,1.13746,1.13792
2025-04-18 23:27:00,1.13788,1.13851,1.13736,1.13792
2025-04-18 23:28:00,1.13792,1.13851,1.13736,1.13794
2025-04-18 23:29:00,1.13805,1.13881,1.1375,1.13818
2025-04-18 23:30:00,1.13836,1.13871,1.13755,1.13811
2025-04-18 23:31:00,1.1381,1.13874,1.13742,1.13802
2025-04-18 23:32:00,1.13811,1.13872,1.13756,1.13835
2025-04-18 23:33:00,1.13806,1.13872,1.13742,1.13819
2025-04-18 23:34:00,1.13818,1.13875,1.1376,1.13819
2025-04-18 23:35:00,1.13819,1.13877,1.13761,1.1382
2025-04-18 23:37:00,1.13792,1.13865,1.13758,1.13817
2025-04-18 23:42:00,1.13809,1.13827,1.13791,1.13809
2025-04-18 23:45:00,1.13816,1.13825,1.13773,1.13801
2025-04-18 23:46:00,1.13804,1.13815,1.1377,1.13786
2025-04-18 23:49:00,1.13784,1.13825,1.13767,1.13786
2025-04-18 23:50:00,1.13799,1.13843,1.1375,1.13788
2025-04-18 23:53:00,1.13786,1.13803,1.13773,1.13788
2025-04-18 23:58:00,1.13796,1.13848,1.13744,1.13795
2025-04-18 23:59:00,1.13776,1.13845,1.13747,1.13789
2025-04-19 00:00:00,1.13801,1.13825,1.13784,1.13804
2025-04-19 00:01:00,1.13819,1.13834,1.1381,1.13822
2025-04-19 00:02:00,1.13827,1.13838,1.13815,1.13827
2025-04-19 00:03:00,1.13838,1.13852,1.13824,1.13838
2025-04-19 00:05:00,1.13837,1.13851,1.13824,1.13839
2025-04-19 00:06:00,1.13839,1.13868,1.13823,1.13854
2025-04-19 00:09:00,1.13861,1.13881,1.13849,1.13865
2025-04-19 00:16:00,1.13867,1.13882,1.13853,1.13866
2025-04-19 00:17:00,1.13867,1.13881,1.13852,1.13865
2025-04-19 00:18:00,1.13867,1.1388,1.13853,1.13865
2025-04-19 00:19:00,1.13863,1.13881,1.13827,1.13854
2025-04-19 00:20:00,1.13855,1.13885,1.13825,1.13861
2025-04-19 00:21:00,1.13864,1.13877,1.13851,1.13862
2025-04-19 00:22:00,1.13863,1.13876,1.13852,1.13862
2025-04-19 00:24:00,1.13864,1.13894,1.13839,1.13864
2025-04-19 00:25:00,1.13857,1.13881,1.13831,1.13851
2025-04-19 00:26:00,1.13852,1.13862,1.13837,1.13851
2025-04-19 00:27:00,1.13849,1.13863,1.13834,1.13847
2025-04-19 00:28:00,1.13849,1.13874,1.1383,1.13852
2025-04-19 00:29:00,1.13854,1.13876,1.13831,1.1386
2025-04-19 00:30:00,1.13859,1.13872,1.13848,1.13859
2025-04-19 00:31:00,1.13857,1.1387,1.13846,1.13858
2025-04-19 00:32:00,1.13857,1.13867,1.13846,1.13856
2025-04-19 00:33:00,1.13857,1.13867,1.13845,1.13854
2025-04-19 00:34:00,1.13857,1.13869,1.13845,1.13858
2025-04-19 00:35:00,1.1386,1.13879,1.13834,1.13856
2025-04-19 00:36:00,1.13855,1.13865,1.13845,1.13855
2025-04-19 00:37:00,1.13853,1.13863,1.13841,1.13854
2025-04-19 00:38:00,1.13854,1.13871,1.1383,1.13853
2025-04-19 00:39:00,1.13851,1.13872,1.13835,1.13854
2025-04-19 00:40:00,1.13857,1.13874,1.13833,1.13854
2025-04-19 00:41:00,1.13851,1.13873,1.13834,1.13855
2025-04-19 00:42:00,1.13854,1.13875,1.13837,1.13858
2025-04-19 00:43:00,1.13857,1.13881,1.13839,1.13861
2025-04-19 00:44:00,1.13858,1.13877,1.1384,1.13859
2025-04-19 00:45:00,1.13861,1.13877,1.13839,1.13857
2025-04-19 00:46:00,1.1386,1.13887,1.13843,1.13864
2025-04-19 00:47:00,1.13863,1.13884,1.13842,1.13864
2025-04-19 00:48:00,1.13862,1.13887,1.13845,1.13868
2025-04-19 00:49:00,1.13869,1.13901,1.13852,1.13885
2025-04-19 00:50:00,1.13884,1.13903,1.13855,1.13886
2025-04-19 00:51:00,1.13899,1.13934,1.13891,1.13912
2025-04-19 00:52:00,1.13912,1.13936,1.13895,1.13916
2025-04-19 00:53:00,1.13923,1.1394,1.13898,1.13918
2025-04-19 00:54:00,1.13921,1.13942,1.13902,1.13928
2025-04-19 00:55:00,1.13936,1.13975,1.13902,1.13942
2025-04-19 00:56:00,1.13945,1.13978,1.13923,1.13953
2025-04-19 00:57:00,1.1397,1.13994,1.13939,1.13966
2025-04-19 00:58:00,1.13962,1.13988,1.13931,1.13963
2025-04-19 00:59:00,1.1396,1.13996,1.13937,1.13967
2025-04-19 01:00:00,1.13962,1.13975,1.13929,1.13944
2025-04-19 01:01:00,1.1393,1.13948,1.13915,1.13933
2025-04-19 01:02:00,1.13932,1.13942,1.13916,1.13929
2025-04-19 01:03:00,1.13932,1.1395,1.13904,1.13935
2025-04-19 01:04:00,1.13933,1.13955,1.13897,1.13928
2025-04-19 01:05:00,1.13925,1.13952,1.13902,1.13928
2025-04-19 01:06:00,1.13926,1.13948,1.13899,1.13922
2025-04-19 01:07:00,1.13913,1.13932,1.13875,1.13898
2025-04-19 01:08:00,1.13899,1.13921,1.13858,1.13892
2025-04-19 01:09:00,1.13892,1.13919,1.13864,1.13892
2025-04-19 01:10:00,1.13892,1.13917,1.13864,1.13892
2025-04-19 01:11:00,1.13891,1.13914,1.13863,1.13888
2025-04-19 01:12:00,1.13885,1.13908,1.13867,1.13889
2025-04-19 01:13:00,1.13891,1.13906,1.13878,1.13894
